rewrite,gentile_f_ville,nbre_car
agnacoise,Agnacoise,9
aiguillonnaise,Aiguillonnaise,14
allemanaise,Allemanaise,11
allezienne,Allézienne,10
allonaise,Allonaise,9
ambrusienne,Ambrusienne,11
andiranaise,Andiranaise,11
antagnacaise,Antagnacaise,12
anzexoise,Anzexoise,9
argentonnaise,Argentonnaise,13
armillacaise,Armillacaise,12
astaffortaise,Astaffortaise,13
aubiacaise,Aubiacaise,10
auratorienne,Auratorienne,12
auriacaise,Auriacaise,10
bajamontaise,Bajamontaise,12
baleyssaguaise,Baleyssaguaise,14
barbastaise,Barbastaise,11
beaugassienne,Beaugassienne,13
bellopodienne,Bellopodienne,13
beauvilloise,Beauvilloise,12
beauziacaise,Beauziacaise,12
biassaise,Biassaise,9
biracaise,Biracaise,9
blaymontoise,Blaymontoise,12
boetienne,Boétienne,9
bon-encontraise,Bon-Encontraise,15
bouglonnaise,Bouglonnaise,12
bourgougnaguaise,Bourgougnaguaise,16
bourneloise,Bourneloise,11
bourranaise,Bourranaise,11
boussesine,Boussesine,10
braxoise,Braxoise,8
bruchoise,Bruchoise,9
brugnacaise,Brugnacaise,11
buzequaise,Buzéquaise,10
calignacoise,Calignacoise,12
calongeaise,Calongeaise,11
canconnaise,Canconnaise,11
casseneuilloise,Casseneuilloise,15
cassignacaise,Cassignacaise,13
castelfondaise,Castelfondaise,14
casteljalousaine,Casteljalousaine,16
chatelaine,Chatelaine,10
castelmoronaise,Castelmoronaise,15
castelnaudaise,Castelnaudaise,14
castillonnesienne,Castillonnésienne,17
caubeyraise,Caubeyraise,11
caubonnaise,Caubonnaise,11
caudecostoise,Caudecostoise,13
cavarcoise,Cavarcoise,10
cazideroquoise,Cazideroquoise,14
clairacaise,Clairacaise,11
clermontoise,Clermontoise,12
clermontoise,Clermontoise,12
cocumontaise,Cocumontaise,12
colayracaise,Colayracaise,12
condezayguaise,Condezayguaise,14
coulxoise,Coulxoise,9
courbiacaise,Courbiacaise,12
couthuraine,Couthuraine,11
cuquoise,Cuquoise,8
cuzornaise,Cuzornaise,10
damazanaise,Damazanaise,11
dolmayracaise,Dolmayracaise,13
dondassienne,Dondassienne,12
doudracaise,Doudracaise,11
durancaise,Durançaise,10
duraquoise,Duraquoise,10
engayracaise,Engayracaise,12
escassefortaise,Escassefortaise,15
espiennaise,Espiennaise,11
estillacaise,Estillacaise,12
faloise,Faloise,7
farguaise,Farguaise,9
fauguerollaise,Fauguerollaise,14
fauilletaise,Fauilletaise,12
ferrensacoise,Ferrensacoise,13
feugarollaise,Feugarollaise,13
fongravaise,Fongravaise,11
foulayronnaise,Foulayronnaise,14
fourquaise,Fourquaise,10
frespechoise,Frespechoise,12
fumeloise,Fuméloise,9
gaujacaise,Gaujacaise,10
gavaudunoise,Gavaudunoise,12
gontaudaise,Gontaudaise,11
grangeaise,Grangeaise,10
grateloupaise,Grateloupaise,13
grezetoise,Grézetoise,10
guerinaise,Guerinaise,10
hautesvignaise,Hautesvignaise,14
houeillessaise,Houeillessaise,14
jusiquaise,Jusiquaise,10
cruciblanchaise,Cruciblanchaise,15
reunionaise,Réunionaise,11
saverienne,Savérienne,10
sauvetatoise,Sauvetatoise,12
labastidoise,Labastidoise,12
labretonienne,Labretonienne,13
capelaine,Capelaine,9
caussadencque,Caussadencque,13
lacepedoise,Lacépédoise,11
chapelloise,Chapelloise,11
lagarrigaise,Lagarrigaise,12
lagruerienne,Lagruérienne,12
gupiaise,Gupiaise,8
montjoyarde,Montjoyarde,11
lannaise,Lannaise,8
laparadaise,Laparadaise,11
pennavienne,Pennavienne,11
roquentine,Roquentine,10
lasserroise,Lasserroise,11
laugnacaise,Laugnacaise,11
lauzunaise,Lauzunaise,10
lavardacaise,Lavardacaise,12
lavergnoise,Lavergnoise,11
layracaise,Layracaise,10
massaise,Massaise,8
passageoise,Passageoise,11
ledataise,Lédataise,9
levignacaise,Lévignacaise,12
leyritzaise,Leyritzaise,11
longuevilloise,Longuevilloise,14
lougrattaise,Lougrattaise,12
madaillanaise,Madaillanaise,13
marcellusienne,Marcellusienne,14
marmandaise,Marmandaise,11
massoulessoise,Massoulessoise,14
mauvezinoise,Mauvezinoise,12
meilhanaise,Meilhanaise,11
mezinaise,Mézinaise,9
miramontaise,Miramontaise,12
moiracaise,Moiracaise,10
monbahusienne,Monbahusienne,13
monbalenoise,Monbalenoise,12
moncautoise,Moncautoise,11
monclaraise,Monclaraise,11
moncrabelaise,Moncrabelaise,13
monflanquinoise,Monflanquinoise,15
mongaillardaise,Mongaillardaise,15
monheurquaise,Monheurquaise,13
monsempronnaise,Monsempronnaise,15
montagnacaise,Montagnacaise,13
montastrucaise,Montastrucaise,14
montautaise,Montautaise,11
montayralaise,Montayralaise,13
montesquinoise,Montesquinoise,14
montenaise,Montenaise,10
montignacaise,Montignacaise,13
montpezacaise,Montpezacaise,13
montpouillanaise,Montpouillanaise,16
mousterrienne,Mousterrienne,13
neracaise,Néracaise,9
nicolaise,Nicolaise,9
dieunommee,Dieunommée,10
paillolaise,Paillolaise,11
pardaillannaise,Pardaillannaise,15
parranquaise,Parranquaise,12
paulhiacaise,Paulhiacaise,12
pennoise,Pennoise,8
peyrieroise,Peyriéroise,11
pinderaise,Pindéraise,10
pompieyenne,Pompieyenne,11
pompognaise,Pompognaise,11
cassipontine,Cassipontine,12
portaise,Portaise,8
poudenaquaise,Poudenaquaise,13
poussignacaise,Poussignacaise,14
puchoise,Puchoise,8
pujolaise,Pujolaise,9
puymiclanaise,Puymiclanaise,13
puymirolaise,Puymirolaise,12
reaupaise,Reaupaise,9
romestaingaise,Romestaingaise,14
roquefortaise,Roquefortaise,13
roumagnaise,Roumagnaise,11
ruffiacaise,Ruffiacaise,11
antonine,Antonine,8
barthelemeenne,Barthéleméenne,14
saint-colombine,Saint-Colombine,15
stephanoise,Stéphanoise,11
saint-frontaise,Saint-Frontaise,15
saint-legeroise,Saint-Légéroise,15
saint-leonnaise,Saint-Léonnaise,15
curtonaise,Curtonaise,10
petit-martinoise,Petit-Martinoise,16
saint-mauricoise,Saint-Mauriçoise,16
pardulfienne,Pardulfienne,12
saint-pierroise,Saint-Pierroise,15
saint-quentinoise,Saint-Quentinoise,17
saint-robertoise,Saint-Robertoise,16
romaintoise,Romaintoise,11
salvatorienne,Salvatorienne,13
saint-serniquoise,Saint-Serniquoise,17
saint-sixtoise,Saint-Sixtoise,14
saint-sylvestroise,Saint-Sylvestroise,18
vincentmontjouaise,Vincentmontjouaise,18
saint-vitoise,Saint-Vitoise,13
bazeillaise,Bazeillaise,11
sainte-colombine,Sainte-Colombine,16
gemmaise,Gemmaise,8
saint-livradaise,Saint-Livradaise,16
saint-marthaise,Saint-Marthaise,15
peyriacaise,Peyriacaise,11
salloise,Salloise,8
samazanaise,Samazanaise,11
saumejanaise,Saumejanaise,12
saumonaise,Saumonaise,10
sauveterroise,Sauveterroise,13
savignacaise,Savignacaise,12
segalasienne,Ségalasienne,12
senestissoise,Sénestissoise,13
serignacaise,Sérignacaise,12
seychoise,Seychoise,9
sotiate,Sotiate,7
soumensacaise,Soumensacaise,13
tayracaise,Tayracaise,10
thezacaise,Thézacaise,10
thouarquaise,Thouarquaise,12
tombeboeuvoise,Tombeboeuvoise,14
tonneinquaise,Tonneinquaise,13
tournonnaise,Tournonnaise,12
tourtresienne,Tourtrésienne,13
tremontaise,Trémontaise,11
trentelloise,Trentelloise,12
varesienne,Varésienne,10
verteuillaise,Verteuillaise,13
viannaise,Viannaise,9
queyrannaise,Queyrannaise,12
villeneuvoise,Villeneuvoise,13
villeneuvoise,Villeneuvoise,13
villerealaise,Villeréalaise,13
villetonnaise,Villetonnaise,13
virazeillaise,Virazeillaise,13
xaintraillaise,Xaintraillaise,14
albaretoise,Albaretoise,11
albaretaise,Albaretaise,11
allencoise,Allencoise,10
altieroise,Altiéroise,10
antrenoise,Antrenoise,10
arzencoise,Arzencoise,10
arzencoise,Arzencoise,10
aumonaise,Aumonaise,9
aurousienne,Aurousienne,11
badarousienne,Badarousienne,13
bagnolaise,Bagnolaise,10
balsiegeoise,Balsiégeoise,12
banassacoise,Banassacoise,12
barjacoise,Barjacoise,10
barroise,Barroise,8
bassureloise,Bassureloise,12
bedouesquine,Bédouesquine,12
belvezetoise,Belvezétoise,12
blavignacoise,Blavignacoise,13
brenoussienne,Brenoussienne,13
brionaise,Brionaise,9
canilhacoise,Canilhacoise,12
cassagnaise,Cassagnaise,11
chadenetienne,Chadenetienne,13
chambonnaise,Chambonnaise,12
chanacoise,Chanacoise,10
chasseradessoise,Chasseradessoise,16
chastanieroise,Chastaniéroise,14
castelnovienne,Castelnovienne,14
castelrandonnaise,Castelrandonnaise,17
chauchailloise,Chauchailloise,14
chaudeyracienne,Chaudeyracienne,15
chaulhacienne,Chaulhacienne,13
cheylardienne,Cheylardienne,13
chiracoise,Chiracoise,10
cocuresienne,Cocurésienne,12
cubierienne,Cubiérienne,11
cubierettoise,Cubiérettoise,13
culturoise,Culturoise,10
esclanedienne,Esclanédienne,13
establienne,Establienne,11
falienne,Falienne,8
floracoise,Floracoise,10
fontanaise,Fontanaise,10
fontanaine,Fontanaine,10
fournelaise,Fournelaise,11
fraissinetaise,Fraissinetaise,14
fraissinetienne,Fraissinetienne,15
gabriacienne,Gabriacienne,12
gabriasoise,Gabriasoise,11
gatuzieroise,Gatuziéroise,12
grandrioloise,Grandrioloise,13
grandvalienne,Grandvalienne,13
grezienne,Grézienne,9
hurienne,Hurienne,8
ispagnacoise,Ispagnacoise,12
javolaise,Javolaise,9
juliangienne,Juliangienne,12
bastidoise,Bastidoise,10
canourguaise,Canourguaise,12
chazienne,Chazienne,9
fageaise,Fageaise,8
fagienne,Fagienne,8
malenaise,Malénaise,9
panousienne,Panousienne,11
salle-prunetaise,Salle-Prunetaise,16
tieuloise,Tieuloise,9
villadeenne,Villadéenne,11
coperoche,Coperoche,9
lajolienne,Lajolienne,10
langonaise,Langonaise,10
lanuejoloise,Lanuéjoloise,12
laubertoise,Laubertoise,11
lavalaine,Lavalaine,9
lavalaise,Lavalaise,9
bleymardoise,Bleymardoise,12
borniquelle,Borniquelle,11
buissonnette,Buissonnette,12
colletaine,Collétaine,10
malziolaine,Malziolaine,11
malzevienne,Malzévienne,11
massegraine,Massegraine,11
monastierienne,Monastiérienne,14
pompidolienne,Pompidolienne,13
pontoise,Pontoise,8
recoussienne,Recoussienne,12
rozieroise,Roziéroise,10
bessonaise,Bessonaise,10
bondonienne,Bondonienne,11
hermalzienne,Hermalzienne,12
laubienne,Laubienne,9
vermondoise,Vermondoise,11
salceenne,Salcéenne,9
salelloise,Salelloise,10
vignoise,Vignoise,8
lucoise,Lucoise,7
malbouzonoise,Malbouzonoise,13
marchasteloise,Marchastéloise,14
marvejolaise,Marvejolaise,12
masorcieroise,Masorciéroise,13
mas-chelyenne,Mas-Chélyenne,13
mendoise,Mendoise,8
meyrueisienne,Meyrueisienne,13
moissacoise,Moissacoise,11
molezonienne,Molézonienne,12
montbelloise,Montbelloise,12
montbrunelle,Montbrunelle,12
montrodatienne,Montrodatienne,14
nasbinalaise,Nasbinalaise,12
naussacoise,Naussacoise,11
noalhacoise,Noalhacoise,11
palheroise,Palhéroise,10
paulhacoise,Paulhacoise,11
pelousienne,Pelousienne,11
pedibornoise,Pédibornoise,12
pierrefichoise,Pierrefichoise,14
pourcharessoise,Pourcharessoise,15
prevencheroise,Prévenchéroise,14
prinsuejolienne,Prinsuéjolienne,15
prunieroise,Pruniéroise,11
quezacaise,Quézacaise,10
recoulaise,Recoulaise,10
recouloise,Recouloise,10
ribennoise,Ribennoise,10
rieutortaise,Rieutortaise,12
rimeizienne,Rimeizienne,11
roclaise,Roclaise,8
roussoise,Roussoise,9
saint-albanaise,Saint-Albanaise,15
saint-amanienne,Saint-Amanienne,15
andeolienne,Andéolienne,11
andrecezoise,Andrécézoise,12
andrelancizoise,Andrélancizoise,15
bauzilienne,Bauzilienne,11
bonnetienne,Bonnetienne,11
bonnetaise,Bonnetaise,10
barrabande,Barrabande,10
saint-dionysaise,Saint-Dionysaise,16
valdonnezienne,Valdonnezienne,14
valfrancienne,Valfrancienne,13
saint-flourienne,Saint-Flourienne,16
frezalienne,Frézalienne,11
saint-frezalaise,Saint-Frézalaise,16
saint-galienne,Saint-Galienne,14
saint-georgienne,Saint-Georgienne,16
saint-germainoise,Saint-Germainoise,17
saint-germanaise,Saint-Germanaise,16
saint-hilairaine,Saint-Hilairaine,16
jeanfouillousoise,Jeanfouillousoise,17
saint-jueryenne,Saint-Juéryenne,15
saint-julionne,Saint-Julionne,14
pontelle,Pontelle,8
tourneloise,Tourneloise,11
saint-laurentaise,Saint-Laurentaise,17
laurentrevoise,Laurentrévoise,14
veyresienne,Veyrésienne,11
saint-legeraise,Saint-Légéraise,15
saint-legeroise,Saint-Légéroise,15
boubaussoise,Boubaussoise,12
lansusclaise,Lansusclaise,12
saint-mauricaise,Saint-Mauriçaise,16
saint-michelienne,Saint-Michelienne,17
saint-paulane,Saint-Paulane,13
saint-pierrienne,Saint-Pierrienne,16
saint-pierriere,Saint-Pierrière,15
saint-pierreuse,Saint-Pierreuse,15
privatiere,Privatière,10
privataine,Privataine,10
saint-romane,Saint-Romane,12
saint-saturnienne,Saint-Saturnienne,17
salvadorienne,Salvadorienne,13
salvadoraise,Salvadoraise,12
saint-symphoriane,Saint-Symphoriane,17
sainte-colombaine,Sainte-Colombaine,17
saint-crussaise,Saint-Crussaise,15
santrimiole,Santrimiole,11
sainte-eulalaise,Sainte-Eulalaise,16
sainte-helenoise,Sainte-Hélénoise,16
serverettoise,Serverettoise,13
servieraise,Serviéraise,11
termoise,Termoise,8
trelandaise,Trélandaise,11
vebronnaise,Vebronnaise,11
vialassienne,Vialassienne,12
villefortaise,Villefortaise,13
allonnaise,Allonnaise,10
castel-ambilloucoise,Castel-Ambillouçoise,20
andardaise,Andardaise,10
andigneenne,Andignéenne,11
andrezeenne,Andrezéenne,11
angevine,Angevine,8
angrienne,Angrienne,9
armailleenne,Armailléenne,12
artannaise,Artannaise,10
aubignoise,Aubignoise,10
auversoise,Auversoise,10
avireenne,Aviréenne,9
avrillaise,Avrillaise,10
baraceenne,Baracéenne,10
baugeoise,Baugeoise,9
bauneenne,Baunéenne,9
beaucouzeenne,Beaucouzéenne,13
beaufortaine,Beaufortaine,12
belloquoise,Belloquoise,11
belloprataine,Belloprataine,13
beaussoise,Beaussoise,10
beauvalloise,Beauvalloise,12
beconnaise,Béconnaise,10
begrollaise,Bégrollaise,11
behuardaise,Béhuardaise,11
blaisonnaise,Blaisonnaise,12
blosienne,Blosienne,9
boceenne,Bocéenne,8
botzeenne,Botzéenne,9
bouchemainoise,Bouchemainoise,14
bouilleenne,Bouilléenne,11
episcopalienne,Episcopalienne,14
viconoveenne,Viconovéenne,12
buzilliaceenne,Buzilliacéenne,14
brainoise,Brainoise,9
brainoise,Brainoise,9
brainoise,Brainoise,9
breilloise,Breilloise,10
brezeenne,Brézéenne,9
brigneenne,Brignéenne,10
briollaytaine,Briollaytaine,13
brionnaise,Brionnaise,10
brissacoise,Brissacoise,11
brissarthoise,Brissarthoise,13
brocoise,Brocoise,8
brossayenne,Brossayenne,11
candeenne,Candéenne,9
cantenaysienne,Cantenaysienne,14
carbaisienne,Carbaisienne,12
cernussonaise,Cernussonaise,13
chaceenne,Chacéenne,9
chalainoise,Chalainoise,11
chalonnaise,Chalonnaise,11
chalonnaise,Chalonnaise,11
cambolitaine,Cambolitaine,12
champenaise,Champenaise,11
champigneenne,Champignéenne,13
champteusseenne,Champteusséenne,15
champtoceenne,Champtocéenne,13
castrocelsienne,Castrocelsienne,15
cantelupienne,Cantelupienne,13
chanzeenne,Chanzéenne,10
charceenne,Charcéenne,10
chartreneenne,Chartrénéenne,13
castelneuvienne,Castelneuvienne,15
chatelaisienne,Châtelaisienne,14
califontaine,Califontaine,12
calderonnaise,Caldéronnaise,13
chaumontaise,Chaumontaise,12
chavagnaise,Chavagnaise,11
chavaignaise,Chavaignaise,12
chazeenne,Chazéenne,9
chazeenne,Chazéenne,9
cheffoise,Cheffoise,9
chemelloise,Chemelloise,11
chemilloise,Chemilloise,11
chemiroise,Chemiroise,10
chenehuttoise,Chênehuttoise,13
chinilienne,Chinilienne,11
chereenne,Cheréenne,9
chevireenne,Cheviréenne,11
bedouine,Bédouine,8
choletaise,Choletaise,10
clefoise,Cléfoise,8
clereenne,Cléréenne,9
combreenne,Combréenne,10
concoursonnaise,Concoursonnaise,15
contigneenne,Contignéenne,12
corneaise,Cornéaise,9
cornilloise,Cornilloise,11
coronnaise,Coronnaise,10
corzeenne,Corzéenne,9
cosseenne,Cosséenne,9
courchampoise,Courchampoise,13
courleonaise,Courléonaise,12
couturoise,Couturoise,10
cuonnaise,Cuonnaise,9
daumereenne,Daumeréenne,11
deneenne,Denéenne,8
denezeenne,Denezéenne,10
denezeenne,Denezéenne,10
distreenne,Distréenne,10
douessine,Douessine,9
drainoise,Drainoise,9
durtaloise,Durtaloise,10
echemireenne,Echemiréenne,12
ecouflantaise,Ecouflantaise,13
eculeenne,Eculéenne,9
epiedoise,Epiedoise,9
etricheenne,Etrichéenne,11
machelloise,Machelloise,11
fayenne,Fayenne,7
fanouine,Fanouine,8
fontenoise,Fontenoise,10
milonnaise,Milonnaise,10
fontevriste,Fontevriste,11
forgeenne,Forgéenne,9
fougereenne,Fougéréenne,11
freigneenne,Freignéenne,11
geenne,Géenne,6
geneenne,Genéenne,8
gennoise,Gennoise,8
gennetellaise,Gennetellaise,13
gestoise,Gestoise,8
grez-neuvilloise,Grez-Neuvilloise,16
grezilloise,Grézilloise,11
grugeenne,Grugéenne,9
huilleenne,Huilléenne,10
ingrandaise,Ingrandaise,11
jallaisienne,Jallaisienne,12
jarzeenne,Jarzéenne,9
juigneenne,Juignéenne,10
juvardeillaise,Juvardeillaise,14
hostello-flavienne,Hostello-Flavienne,18
bohallienne,Bohallienne,11
buissieraine,Buissiéraine,12
breilloise,Breilloise,10
capello-genestoise,Capello-Genestoise,18
castel-hullinoise,"Castel Hullinoise",17
rousselinoise,Rousselinoise,13
capello-florentaise,Capello-Florentaise,19
capellaudaine,Capellaudaine,13
chapelloise,Chapelloise,11
chaussairoise,Chaussairoise,13
cornuaillaise,Cornuaillaise,13
daguenaise,Daguenaise,10
ferfleenne,Ferfléenne,10
fosseenne,Fosséenne,9
jaonnaise,Jaonnaise,9
jubaudoise,Jubaudoise,10
jumellinoise,Jumellinoise,12
karolandaise,Karolandaise,12
meignannaise,Meignannaise,12
membrollaise,Membrollaise,12
menitreenne,Ménitréenne,11
pellerinoise,Pellerinoise,12
plainaise,Plainaise,9
pictavinerienne,Pictavinérienne,15
pommereenne,Pommeréenne,11
possonneenne,Possonnéenne,12
pouezeenne,Pouëzéenne,10
eperviere,Epervière,9
renaudine,Renaudine,9
romagnonne,Romagnonne,10
sallesienne,Sallésienne,11
aubryenne,Aubryenne,9
zigneraise,Zignéraise,10
tessouallaise,Tessouallaise,13
landericienne,Landericienne,13
varennaise,Varennaise,10
landemontaise,Landemontaise,13
lassoise,Lassoise,8
bourg-d-ireenne,"Bourg d'Iréenne",15
coudraisienne,Coudraisienne,13
sauvinoise,Sauvinoise,10
fuiletaise,Fuiletaise,10
guedaniellissoise,Guedaniellissoise,17
lionnaise,Lionnaise,9
longeronnaise,Longeronnaise,13
loretaine,Lorétaine,9
marillaisienne,Marillaisienne,14
maytaise,Maytaise,8
mesniloise,Mesniloise,10
pinoise,Pinoise,7
plessiaise,Plessiaise,10
plessis-maceenne,Plessis-Macéenne,16
puiset-doreenne,Puiset-Doréenne,15
penote,Penote,6
thoureillaise,Thoureillaise,13
tremblaysienne,Tremblaysienne,14
alleusienne,Alleusienne,11
cerquoise,Cerquoise,9
cerqueunaise,Cerqueunaise,12
ponts-de-ceaise,Ponts-de-Céaise,15
rairieuse,Rairieuse,9
rosieroise,Rosiéroise,10
ulmoise,Ulmoise,7
vercheenne,Verchéenne,10
lezigneenne,Lézignéenne,11
linieroise,Liniéroise,10
lireenne,Liréenne,8
loireenne,Loiréenne,9
lorienne,Lorienne,8
louressienne,Louressienne,12
louvenoise,Louvenoise,10
lueenne,Luéenne,7
luigneenne,Luignéenne,10
marantaise,Marantaise,10
marceenne,Marcéenne,9
marigneenne,Marignéenne,11
martineenne,Martinéenne,11
maulevraise,Maulévraise,11
mazeiaise,Mazéiaise,9
mazieraise,Maziéraise,10
meigneenne,Meignéenne,10
meigneenne,Meignéenne,10
meonaise,Méonaise,8
mireenne,Miréenne,8
montoise,Montoise,8
montfortaise,Montfortaise,12
montguillonnaise,Montguillonnaise,16
ignemontaine,Ignémontaine,12
monteglesienne,Montéglésienne,14
montjeannaise,Montjeannaise,13
montreuillaise,Montreuillaise,14
montreuillaise,Montreuillaise,14
monsteriolaise,Monsteriolaise,14
montreuillaise,Montreuillaise,14
montrebellienne,Montrebellienne,15
montsorelienne,Montsorelienne,14
morannaise,Morannaise,10
moulihernaise,Moulihernaise,13
mozeenne,Mozéenne,8
erimuroise,Erimûroise,10
neuilleenne,Neuilléenne,11
neuvilloise,Neuvilloise,11
noelletaine,Noëlletaine,11
allenconnaise,Allençonnaise,13
noyantaise,Noyantaise,10
noyantaise,Noyantaise,10
noyantaise,Noyantaise,10
nuaillaise,Nuaillaise,10
nueillaise,Nueillaise,10
nyoisienne,Nyoisienne,10
parcayaise,Parçayaise,10
parnaisienne,Parnaisienne,12
passavantaise,Passavantaise,13
pellouaillaise,Pellouaillaise,14
pouanceenne,Pouancéenne,11
pruilleenne,Pruilléenne,11
quereenne,Queréenne,9
rablayenne,Rablayenne,10
rochefortaise,Rochefortaise,13
roumarsonnaise,Roumarsonnaise,14
roussayaise,Roussayaise,11
andreataine,Andréataine,11
aubinoise,Aubinoise,9
saint-augustinoise,Saint-Augustinoise,18
bartholomeenne,Bartholoméenne,14
christophorienne,Christophorienne,16
christoforienne,Christoforienne,15
clementaise,Clémentaise,11
saint-clementaise,Saint-Clémentaise,17
crespinoise,Crespinoise,11
saint-cyrienne,Saint-Cyrienne,14
florentaise,Florentaise,11
saint-georgienne,Saint-Georgienne,16
saint-georgeoise,Saint-Georgeoise,16
saint-georgeoise,Saint-Georgeoise,16
saint-georgeoise,Saint-Georgeoise,16
saint-georgeoise,Saint-Georgeoise,16
germanoprataine,Germanoprataine,15
germinoise,Germinoise,10
jeanicrussienne,Jeanicrussienne,15
linieroise,Liniéroise,10
malvretoise,Malvretoise,11
saint-justine,Saint-Justine,13
saint-lambertine,Saint-Lambertine,16
lambertoise,Lambertoise,11
planilaurentaise,Planilaurentaise,16
laurentaise,Laurentaise,11
laurentaise,Laurentaise,11
legeroise,Légéroise,9
saint-legeoise,Saint-Légeoise,14
licinienne,Licinienne,10
saint-macairoise,Saint-Macairoise,16
macairoise,Macairoise,10
saint-martinienne,"Saint Martinienne",17
boscovienne,Boscovienne,11
foliosaine,Foliosaine,10
mathurinoise,Mathurinoise,12
melainoise,Melainoise,10
micheloise,Micheloise,10
saint-paulaise,"Saint Paulaise",14
philbertaise,Philbertaise,12
philbertaine,Philbertaine,12
montlimartoise,Montlimartoise,14
saint-quentinoise,"Saint Quentinoise",17
saint-quentinoise,"Saint Quentinoise",17
remygeoise,Rémygeoise,10
saint-remoise,"Saint Rémoise",13
saournienne,Saournienne,11
flavienne,Flavienne,9
saint-salvatorienne,"Saint Salvatorienne",19
saint-sigismondaise,"Saint Sigismondaise",19
