rewrite,gentile_f_ville
nadillacoise,Nadillacoise
nuzejolienne,Nuzéjolienne
orniacoise,Orniacoise
padiracoise,Padiracoise
parnacoise,Parnacoise
payracoise,Payracoise
payrignacoise,Payrignacoise
pernoise,Pernoise
pescadarienne,Pescadarienne
peyrillaise,Peyrillaise
pinsaguaise,Pinsaguaise
planioloise,Planioloise
pomaredienne,Pomarédienne
pontcirquoise,Pontcirquoise
pradinoise,Pradinoise
prayssacoise,Prayssacoise
prendeignoise,Prendeignoise
promilhanaine,Promilhanaine
prudhomatoise,Prudhomatoise
puy-l-evequoise,Puy-l'Evêquoise
puybrunaise,Puybrunaise
puyjordanoise,Puyjordanoise
quissacoise,Quissacoise
rampoussienne,Rampoussienne
reilhacoise,Reilhacoise
reilhaguetoise,Reilhaguetoise
reyrevignoise,Reyrevignoise
rignacoise,Rignacoise
amadourienne,Amadourienne
rouffilhacoise,Rouffilhacoise
rudelloise,Rudelloise
sabadeloise,Sabadeloise
sabadelloise,Sabadelloise
saignoise,Saignoise
saillacoise,Saillacoise
bressoise,Bressoise
saint-capraisienne,Saint-Capraisienne
saint-cereenne,Saint-Céréenne
saint-cerninoise,Saint-Cerninoise
saint-chamarandaise,Saint-Chamarandaise
saint-cheloise,Saint-Chéloise
saint-cirguoise,Saint-Cirguoise
saint-cirquoise,Saint-Cirquoise
saint-cyrienne,Saint-Cyrienne
saint-cirguettoise,Saint-Cirguettoise
saint-clairoise,Saint-Clairoise
saint-cyprienne,Saint-Cyprienne
saint-daunesienne,Saint-Daunésienne
saint-daunisienne,Saint-Daunisienne
saint-dyonesienne,Saint-Dyonésienne
saint-felixoise,Saint-Félixoise
saint-germanaise,Saint-Germanaise
saint-geryenne,Saint-Géryenne
hilairoise,Hilairoise
jeanlauroise,Jeanlauroise
ginestoise,Ginestoise
jeannassienne,Jeannassienne
mirabelienne,Mirabelienne
saint-laurentaise,Saint-Laurentaise
saint-laurentienne,Saint-Laurentienne
saint-martinoise,Saint-Martinoise
saint-martivalienne,Saint-Martivalienne
saint-martinoise,Saint-Martinoise
saint-matreenne,Saint-Matréenne
saint-mauricoise,Saint-Mauriçoise
medardienne,Médardienne
saint-medardane,Saint-Médardane
saint-medardaine,Saint-Médardaine
saint-micheliere,Saint-Michelière
saint-micheloise,Saint-Micheloise
saint-pantaleonienne,Saint-Pantaléonienne
saint-paulienne,Saint-Paulienne
saint-pauliere,Saint-Paulière
saint-perdoussienne,Saint-Perdoussienne
saint-pierrienne,Saint-Pierrienne
saint-pierrane,Saint-Pierrane
saint-projetoise,Saint-Projetoise
salvadorienne,Salvadorienne
saint-simonaise,Saint-Simonaise
saint-sozyenne,Saint-Sozyenne
saint-sulpicienne,Saint-Sulpicienne
saint-vincentaise,Saint-Vincentaise
saint-vincentoise,Saint-Vincentoise
sainte-alauzienne,Sainte-Alauzienne
saint-colombine,Saint-Colombine
saint-crucienne,Saint-Crucienne
salviacoise,Salviacoise
sarrazacoise,Sarrazacoise
sauliacoise,Sauliacoise
saussienne,Saussienne
sauzetienne,Sauzetienne
senaillacoise,Sénaillacoise
senaillacoise,Sénaillacoise
senierguoise,Senierguoise
serignacoise,Sérignacoise
sonacoise,Sonacoise
soturacoise,Soturacoise
souciracoise,Souciracoise
souillagaise,Souillagaise
soulomessoise,Soulomessoise
sousceyracoise,Sousceyracoise
strenqueloise,Strenqueloise
tauriacoise,Tauriacoise
terronaise,Terronaise
teyssiolaise,Teyssiolaise
thediracoise,Thédiracoise
thegratoise,Thégratoise
theminoise,Théminoise
theminettoise,Théminettoise
tourdefauroise,Tourdefauroise
touzacoise,Touzacoise
trespouzienne,Trespouzienne
usselaise,Usselaise
uzechaise,Uzéchaise
vaillacoise,Vaillacoise
valpriondoise,Valpriondoise
valroufieroise,Valroufiéroise
varairoise,Varairoise
vaylatoise,Vaylatoise
vayracoise,Vayracoise
versoise,Versoise
viazacoise,Viazacoise
vidaillacoise,Vidaillacoise
villesequoise,Villesèquoise
viroise,Viroise
agenaise,Agenaise
agmeenne,Agméenne
agnacoise,Agnacoise
aiguillonnaise,Aiguillonnaise
allemanaise,Allemanaise
allezienne,Allézienne
allonaise,Allonaise
ambrusienne,Ambrusienne
andiranaise,Andiranaise
antagnacaise,Antagnacaise
anzexoise,Anzexoise
argentonnaise,Argentonnaise
armillacaise,Armillacaise
astaffortaise,Astaffortaise
aubiacaise,Aubiacaise
auratorienne,Auratorienne
auriacaise,Auriacaise
bajamontaise,Bajamontaise
baleyssaguaise,Baleyssaguaise
barbastaise,Barbastaise
beaugassienne,Beaugassienne
bellopodienne,Bellopodienne
beauvilloise,Beauvilloise
beauziacaise,Beauziacaise
biassaise,Biassaise
biracaise,Biracaise
blaymontoise,Blaymontoise
boetienne,Boétienne
bon-encontraise,Bon-Encontraise
bouglonnaise,Bouglonnaise
bourgougnaguaise,Bourgougnaguaise
bourneloise,Bourneloise
bourranaise,Bourranaise
boussesine,Boussesine
braxoise,Braxoise
bruchoise,Bruchoise
brugnacaise,Brugnacaise
buzequaise,Buzéquaise
calignacoise,Calignacoise
calongeaise,Calongeaise
canconnaise,Canconnaise
casseneuilloise,Casseneuilloise
cassignacaise,Cassignacaise
castelfondaise,Castelfondaise
casteljalousaine,Casteljalousaine
chatelaine,Chatelaine
castelmoronaise,Castelmoronaise
castelnaudaises-de-gupie,Castelnaudaises-de-Gupie
castelnaudaise,Castelnaudaise
castillonnesienne,Castillonnésienne
caubeyraise,Caubeyraise
caubonnaise,Caubonnaise
caudecostoise,Caudecostoise
cavarcoise,Cavarcoise
cazideroquoise,Cazideroquoise
clairacaise,Clairacaise
clermontoise,Clermontoise
clermontoise,Clermontoise
cocumontaise,Cocumontaise
colayracaise,Colayracaise
condezayguaise,Condezayguaise
coulxoise,Coulxoise
courbiacaise,Courbiacaise
couthuraine,Couthuraine
cuquoise,Cuquoise
cuzornaise,Cuzornaise
damazanaise,Damazanaise
dolmayracaise,Dolmayracaise
dondassienne,Dondassienne
doudracaise,Doudracaise
durancaise,Durançaise
duraquoise,Duraquoise
engayracaise,Engayracaise
escassefortaise,Escassefortaise
espiennaise,Espiennaise
estillacaise,Estillacaise
faloise,Faloise
farguaise,Farguaise
fauguerollaise,Fauguerollaise
fauilletaise,Fauilletaise
ferrensacoise,Ferrensacoise
feugarollaise,Feugarollaise
fongravaise,Fongravaise
foulayronnaise,Foulayronnaise
fourquaise,Fourquaise
frespechoise,Frespechoise
fumeloise,Fuméloise
gaujacaise,Gaujacaise
gavaudunoise,Gavaudunoise
gontaudaise,Gontaudaise
grangeaise,Grangeaise
grateloupaise,Grateloupaise
grezetoise,Grézetoise
guerinaise,Guerinaise
hautesvignaise,Hautesvignaise
houeillessaise,Houeillessaise
jusiquaise,Jusiquaise
cruciblanchaise,Cruciblanchaise
reunionaise,Réunionaise
saverienne,Savérienne
sauvetatoise,Sauvetatoise
labastidoise,Labastidoise
labretonienne,Labretonienne
capelaine,Capelaine
caussadencque,Caussadencque
lacepedoise,Lacépédoise
chapelloise,Chapelloise
lagarrigaise,Lagarrigaise
lagruerienne,Lagruérienne
gupiaise,Gupiaise
montjoyarde,Montjoyarde
lannaise,Lannaise
laparadaise,Laparadaise
pennavienne,Pennavienne
roquentine,Roquentine
lasserroise,Lasserroise
laugnacaise,Laugnacaise
lauzunaise,Lauzunaise
lavardacaise,Lavardacaise
lavergnoise,Lavergnoise
layracaise,Layracaise
massaise,Massaise
passageoise,Passageoise
ledataise,Lédataise
levignacaise,Lévignacaise
leyritzaise,Leyritzaise
longuevilloise,Longuevilloise
lougrattaise,Lougrattaise
madaillanaise,Madaillanaise
marcellusienne,Marcellusienne
marmandaise,Marmandaise
massoulessoise,Massoulessoise
mauvezinoise,Mauvezinoise
meilhanaise,Meilhanaise
mezinaise,Mézinaise
miramontaise,Miramontaise
moiracaise,Moiracaise
monbahusienne,Monbahusienne
monbalenoise,Monbalenoise
moncautoise,Moncautoise
monclaraise,Monclaraise
moncrabelaise,Moncrabelaise
monflanquinoise,Monflanquinoise
mongaillardaise,Mongaillardaise
monheurquaise,Monheurquaise
monsempronnaise,Monsempronnaise
montagnacaise,Montagnacaise
montastrucaise,Montastrucaise
montautaise,Montautaise
montayralaise,Montayralaise
montesquinoise,Montesquinoise
montenaise,Montenaise
montignacaise,Montignacaise
montpezacaise,Montpezacaise
montpouillanaise,Montpouillanaise
mousterrienne,Mousterrienne
neracaise,Néracaise
nicolaise,Nicolaise
dieunommee,Dieunommée
paillolaise,Paillolaise
pardaillannaise,Pardaillannaise
parranquaise,Parranquaise
paulhiacaise,Paulhiacaise
pennoise,Pennoise
peyrieroise,Peyriéroise
pinderaise,Pindéraise
pompieyenne,Pompieyenne
pompognaise,Pompognaise
cassipontine,Cassipontine
portaise,Portaise
poudenaquaise,Poudenaquaise
poussignacaise,Poussignacaise
puchoise,Puchoise
pujolaise,Pujolaise
puymiclanaise,Puymiclanaise
puymirolaise,Puymirolaise
reaupaise,Reaupaise
romestaingaise,Romestaingaise
roquefortaise,Roquefortaise
roumagnaise,Roumagnaise
ruffiacaise,Ruffiacaise
antonine,Antonine
barthelemeenne,Barthéleméenne
saint-colombine,Saint-Colombine
stephanoise,Stéphanoise
saint-frontaise,Saint-Frontaise
saint-legeroise,Saint-Légéroise
saint-leonnaise,Saint-Léonnaise
curtonaise,Curtonaise
petit-martinoise,Petit-Martinoise
saint-mauricoise,Saint-Mauriçoise
pardulfienne,Pardulfienne
saint-pierroise,Saint-Pierroise
saint-quentinoise,Saint-Quentinoise
saint-robertoise,Saint-Robertoise
romaintoise,Romaintoise
salvatorienne,Salvatorienne
saint-serniquoise,Saint-Serniquoise
saint-sixtoise,Saint-Sixtoise
saint-sylvestroise,Saint-Sylvestroise
vincentmontjouaise,Vincentmontjouaise
saint-vitoise,Saint-Vitoise
bazeillaise,Bazeillaise
sainte-colombine,Sainte-Colombine
gemmaise,Gemmaise
saint-livradaise,Saint-Livradaise
saint-marthaise,Saint-Marthaise
peyriacaise,Peyriacaise
salloise,Salloise
samazanaise,Samazanaise
saumejanaise,Saumejanaise
saumonaise,Saumonaise
sauveterroise,Sauveterroise
savignacaise,Savignacaise
segalasienne,Ségalasienne
senestissoise,Sénestissoise
serignacaise,Sérignacaise
seychoise,Seychoise
soumensacaise,Soumensacaise
tayracaise,Tayracaise
thezacaise,Thézacaise
thouarquaise,Thouarquaise
tombeboeuvoise,Tombeboeuvoise
tonneinquaise,Tonneinquaise
tournonnaise,Tournonnaise
tourtresienne,Tourtrésienne
tremontaise,Trémontaise
trentelloise,Trentelloise
varesienne,Varésienne
verteuillaise,Verteuillaise
viannaise,Viannaise
queyrannaise,Queyrannaise
villeneuvoise,Villeneuvoise
villeneuvoise,Villeneuvoise
villerealaise,Villeréalaise
villetonnaise,Villetonnaise
virazeillaise,Virazeillaise
xaintraillaise,Xaintraillaise
albaretoise,Albaretoise
albaretaise,Albaretaise
allencoise,Allencoise
altieroise,Altiéroise
antrenoise,Antrenoise
arzencoise,Arzencoise
arzencoise,Arzencoise
aumonaise,Aumonaise
aurousienne,Aurousienne
badarousienne,Badarousienne
bagnolaise,Bagnolaise
balsiegeoise,Balsiégeoise
banassacoise,Banassacoise
barjacoise,Barjacoise
barroise,Barroise
bassureloise,Bassureloise
bedouesquine,Bédouesquine
belvezetoise,Belvezétoise
blavignacoise,Blavignacoise
brenoussienne,Brenoussienne
brionaise,Brionaise
canilhacoise,Canilhacoise
cassagnaise,Cassagnaise
chadenetienne,Chadenetienne
chambonnaise,Chambonnaise
chanacoise,Chanacoise
chasseradessoise,Chasseradessoise
chastanieroise,Chastaniéroise
castelnovienne,Castelnovienne
castelrandonnaise,Castelrandonnaise
chauchailloise,Chauchailloise
chaudeyracienne,Chaudeyracienne
chaulhacienne,Chaulhacienne
cheylardienne,Cheylardienne
chiracoise,Chiracoise
cocuresienne,Cocurésienne
cubierienne,Cubiérienne
cubierettoise,Cubiérettoise
culturoise,Culturoise
esclanedienne,Esclanédienne
establienne,Establienne
falienne,Falienne
floracoise,Floracoise
fontanaise,Fontanaise
fontanaine,Fontanaine
fournelaise,Fournelaise
fraissinetaise,Fraissinetaise
fraissinetienne,Fraissinetienne
gabriacienne,Gabriacienne
gabriasoise,Gabriasoise
gatuzieroise,Gatuziéroise
grandrioloise,Grandrioloise
grandvalienne,Grandvalienne
grezienne,Grézienne
hurienne,Hurienne
ispagnacoise,Ispagnacoise
javolaise,Javolaise
juliangienne,Juliangienne
bastidoise,Bastidoise
canourguaise,Canourguaise
chazienne,Chazienne
fageaise,Fageaise
fagienne,Fagienne
malenaise,Malénaise
panousienne,Panousienne
salle-prunetaise,Salle-Prunetaise
tieuloise,Tieuloise
villadeenne,Villadéenne
lajolienne,Lajolienne
langonaise,Langonaise
lanuejoloise,Lanuéjoloise
laubertoise,Laubertoise
lavalaine,Lavalaine
lavalaise,Lavalaise
bleymardoise,Bleymardoise
borniquelle,Borniquelle
buissonnette,Buissonnette
colletaine,Collétaine
malziolaine,Malziolaine
malzevienne,Malzévienne
massegraine,Massegraine
monastierienne,Monastiérienne
pompidolienne,Pompidolienne
pontoise,Pontoise
recoussienne,Recoussienne
rozieroise,Roziéroise
bessonaise,Bessonaise
bondonienne,Bondonienne
hermalzienne,Hermalzienne
laubienne,Laubienne
vermondoise,Vermondoise
salceenne,Salcéenne
salelloise,Salelloise
vignoise,Vignoise
lucoise,Lucoise
malbouzonoise,Malbouzonoise
marchasteloise,Marchastéloise
marvejolaise,Marvejolaise
masorcieroise,Masorciéroise
mas-chelyenne,Mas-Chélyenne
mendoise,Mendoise
meyrueisienne,Meyrueisienne
moissacoise,Moissacoise
molezonienne,Molézonienne
montbelloise,Montbelloise
montbrunelle,Montbrunelle
montrodatienne,Montrodatienne
nasbinalaise,Nasbinalaise
naussacoise,Naussacoise
noalhacoise,Noalhacoise
palheroise,Palhéroise
paulhacoise,Paulhacoise
pelousienne,Pelousienne
pedibornoise,Pédibornoise
pierrefichoise,Pierrefichoise
pourcharessoise,Pourcharessoise
prevencheroise,Prévenchéroise
prinsuejolienne,Prinsuéjolienne
prunieroise,Pruniéroise
quezacaise,Quézacaise
recoulaise,Recoulaise
recouloise,Recouloise
ribennoise,Ribennoise
rieutortaise,Rieutortaise
rimeizienne,Rimeizienne
roclaise,Roclaise
roussoise,Roussoise
saint-albanaise,Saint-Albanaise
saint-amanienne,Saint-Amanienne
andeolienne,Andéolienne
andrecezoise,Andrécézoise
andrelancizoise,Andrélancizoise
bauzilienne,Bauzilienne
bonnetienne,Bonnetienne
bonnetaise,Bonnetaise
barrabande,Barrabande
saint-dionysaise,Saint-Dionysaise
valdonnezienne,Valdonnezienne
valfrancienne,Valfrancienne
saint-flourienne,Saint-Flourienne
frezalienne,Frézalienne
saint-frezalaise,Saint-Frézalaise
saint-galienne,Saint-Galienne
saint-georgienne,Saint-Georgienne
saint-germainoise,Saint-Germainoise
saint-germanaise,Saint-Germanaise
saint-hilairaine,Saint-Hilairaine
jeanfouillousoise,Jeanfouillousoise
saint-jueryenne,Saint-Juéryenne
saint-julionne,Saint-Julionne
pontelle,Pontelle
tourneloise,Tourneloise
saint-laurentaise,Saint-Laurentaise
laurentrevoise,Laurentrévoise
veyresienne,Veyrésienne
saint-legeraise,Saint-Légéraise
saint-legeroise,Saint-Légéroise
boubaussoise,Boubaussoise
lansusclaise,Lansusclaise
saint-mauricaise,Saint-Mauriçaise
saint-michelienne,Saint-Michelienne
saint-paulane,Saint-Paulane
saint-pierrienne,Saint-Pierrienne
saint-pierriere,Saint-Pierrière
privatiere,Privatière
privataine,Privataine
saint-romane,Saint-Romane
saint-saturnienne,Saint-Saturnienne
salvadorienne,Salvadorienne
salvadoraise,Salvadoraise
saint-symphoriane,Saint-Symphoriane
sainte-colombaine,Sainte-Colombaine
saint-crussaise,Saint-Crussaise
sainte-eulalaise,Sainte-Eulalaise
sainte-helenoise,Sainte-Hélénoise
serverettoise,Serverettoise
servieraise,Serviéraise
termoise,Termoise
trelandaise,Trélandaise
vebronnaise,Vebronnaise
vialassienne,Vialassienne
villefortaise,Villefortaise
allonnaise,Allonnaise
castel-ambilloucoise,Castel-Ambillouçoise
andardaise,Andardaise
andigneenne,Andignéenne
andrezeenne,Andrezéenne
angevine,Angevine
angrienne,Angrienne
armailleenne,Armailléenne
artannaise,Artannaise
aubignoise,Aubignoise
auversoise,Auversoise
avireenne,Aviréenne
avrillaise,Avrillaise
baraceenne,Baracéenne
baugeoise,Baugeoise
bauneenne,Baunéenne
beaucouzeenne,Beaucouzéenne
beaufortaine,Beaufortaine
belloquoise,Belloquoise
belloprataine,Belloprataine
beaussoise,Beaussoise
beauvalloise,Beauvalloise
beconnaise,Béconnaise
begrollaise,Bégrollaise
behuardaise,Béhuardaise
blaisonnaise,Blaisonnaise
blosienne,Blosienne
boceenne,Bocéenne
botzeenne,Botzéenne
bouchemainoise,Bouchemainoise
bouilleenne,Bouilléenne
episcopalienne,Episcopalienne
viconoveenne,Viconovéenne
buzilliaceenne,Buzilliacéenne
brainoise,Brainoise
brainoise,Brainoise
brainoise,Brainoise
breilloise,Breilloise
brezeenne,Brézéenne
brigneenne,Brignéenne
briollaytaine,Briollaytaine
brionnaise,Brionnaise
brissacoise,Brissacoise
brissarthoise,Brissarthoise
brocoise,Brocoise
brossayenne,Brossayenne
candeenne,Candéenne
cantenaysienne,Cantenaysienne
carbaisienne,Carbaisienne
cernussonaise,Cernussonaise
chaceenne,Chacéenne
chalainoise,Chalainoise
chalonnaise,Chalonnaise
chalonnaise,Chalonnaise
cambolitaine,Cambolitaine
champenaise,Champenaise
champigneenne,Champignéenne
champteusseenne,Champteusséenne
champtoceenne,Champtocéenne
castrocelsienne,Castrocelsienne
cantelupienne,Cantelupienne
chanzeenne,Chanzéenne
charceenne,Charcéenne
chartreneenne,Chartrénéenne
castelneuvienne,Castelneuvienne
chatelaisienne,Châtelaisienne
califontaine,Califontaine
calderonnaise,Caldéronnaise
chaumontaise,Chaumontaise
chavagnaise,Chavagnaise
chavaignaise,Chavaignaise
chazeenne,Chazéenne
chazeenne,Chazéenne
cheffoise,Cheffoise
chemelloise,Chemelloise
chemilloise,Chemilloise
chemiroise,Chemiroise
chenehuttoise,Chênehuttoise
chinilienne,Chinilienne
chereenne,Cheréenne
chevireenne,Cheviréenne
bedouine,Bédouine
choletaise,Choletaise
clefoise,Cléfoise
clereenne,Cléréenne
combreenne,Combréenne
concoursonnaise,Concoursonnaise
contigneenne,Contignéenne
corneaise,Cornéaise
cornilloise,Cornilloise
coronnaise,Coronnaise
corzeenne,Corzéenne
cosseenne,Cosséenne
courchampoise,Courchampoise
courleonaise,Courléonaise
couturoise,Couturoise
cuonnaise,Cuonnaise
daumereenne,Daumeréenne
deneenne,Denéenne
denezeenne,Denezéenne
denezeenne,Denezéenne
distreenne,Distréenne
douessine,Douessine
drainoise,Drainoise
durtaloise,Durtaloise
echemireenne,Echemiréenne
ecouflantaise,Ecouflantaise
eculeenne,Eculéenne
epiedoise,Epiedoise
etricheenne,Etrichéenne
machelloise,Machelloise
fayenne,Fayenne
fanouine,Fanouine
fontenoise,Fontenoise
milonnaise,Milonnaise
forgeenne,Forgéenne
fougereenne,Fougéréenne
freigneenne,Freignéenne
geenne,Géenne
geneenne,Genéenne
gennoise,Gennoise
gennetellaise,Gennetellaise
gestoise,Gestoise
grez-neuvilloise,Grez-Neuvilloise
grezilloise,Grézilloise
grugeenne,Grugéenne
huilleenne,Huilléenne
ingrandaise,Ingrandaise
jallaisienne,Jallaisienne
jarzeenne,Jarzéenne
juigneenne,Juignéenne
juvardeillaise,Juvardeillaise
hostello-flavienne,Hostello-Flavienne
bohallienne,Bohallienne
buissieraine,Buissiéraine
breilloise,Breilloise
capello-genestoise,Capello-Genestoise
castel-hullinoise,"Castel Hullinoise"
rousselinoise,Rousselinoise
capello-florentaise,Capello-Florentaise
capellaudaine,Capellaudaine
chapelloise,Chapelloise
chaussairoise,Chaussairoise
cornuaillaise,Cornuaillaise
daguenaise,Daguenaise
ferfleenne,Ferfléenne
fosseenne,Fosséenne
jaonnaise,Jaonnaise
jubaudoise,Jubaudoise
jumellinoise,Jumellinoise
karolandaise,Karolandaise
meignannaise,Meignannaise
membrollaise,Membrollaise
menitreenne,Ménitréenne
pellerinoise,Pellerinoise
plainaise,Plainaise
pictavinerienne,Pictavinérienne
pommereenne,Pommeréenne
possonneenne,Possonnéenne
pouezeenne,Pouëzéenne
eperviere,Epervière
renaudine,Renaudine
romagnonne,Romagnonne
sallesienne,Sallésienne
aubryenne,Aubryenne
zigneraise,Zignéraise
tessouallaise,Tessouallaise
landericienne,Landericienne
varennaise,Varennaise
landemontaise,Landemontaise
lassoise,Lassoise
bourg-d-ireenne,"Bourg d'Iréenne"
coudraisienne,Coudraisienne
sauvinoise,Sauvinoise
fuiletaise,Fuiletaise
guedaniellissoise,Guedaniellissoise
lionnaise,Lionnaise
longeronnaise,Longeronnaise
loretaine,Lorétaine
marillaisienne,Marillaisienne
maytaise,Maytaise
mesniloise,Mesniloise
pinoise,Pinoise
plessiaise,Plessiaise
plessis-maceenne,Plessis-Macéenne
puiset-doreenne,Puiset-Doréenne
penote,Penote
thoureillaise,Thoureillaise
tremblaysienne,Tremblaysienne
alleusienne,Alleusienne
cerquoise,Cerquoise
cerqueunaise,Cerqueunaise
ponts-de-ceaise,Ponts-de-Céaise
rairieuse,Rairieuse
rosieroise,Rosiéroise
ulmoise,Ulmoise
vercheenne,Verchéenne
lezigneenne,Lézignéenne
linieroise,Liniéroise
lireenne,Liréenne
loireenne,Loiréenne
longueennes-jumelloise,Longuéennes-Jumelloise
lorienne,Lorienne
louressienne,Louressienne
louvenoise,Louvenoise
lueenne,Luéenne
luigneenne,Luignéenne
marantaise,Marantaise
marceenne,Marcéenne
marigneenne,Marignéenne
martineenne,Martinéenne
maulevraise,Maulévraise
mazeiaise,Mazéiaise
mazieraise,Maziéraise
meigneenne,Meignéenne
meigneenne,Meignéenne
meonaise,Méonaise
mireenne,Miréenne
montoise,Montoise
montfortaise,Montfortaise
montguillonnaise,Montguillonnaise
ignemontaine,Ignémontaine
monteglesienne,Montéglésienne
montjeannaise,Montjeannaise
montreuillaise,Montreuillaise
montreuillaise,Montreuillaise
monsteriolaise,Monsteriolaise
